"term" "freq"
"have to talk to" 60
"have to tell me" 63
"have to tell you" 153
"have to think about" 86
"have to try it" 60
"have to use the" 52
"have to wait a" 58
"have to wait and" 60
"have to wait for" 182
"have to wait till" 66
"have to wait until" 183
"have to wake up" 121
"have to work on" 54
"have to worry about" 304
"have work to do" 54
"have you as a" 56
"have you been all" 69
"have you been i" 54
"have you been to" 122
"have you been up" 76
"have you checked out" 146
"have you ever been" 122
"have you ever had" 102
"have you ever heard" 70
"have you ever seen" 87
"have you ever tried" 73
"have you heard of" 134
"have you on board" 57
"have you read the" 53
"have you seen the" 191
"haven't been able to" 227
"haven't been on here" 98
"haven't been on in" 75
"haven't been on twitter" 125
"haven't had a chance" 63
"haven't had time to" 66
"haven't seen it yet" 70
"haven't seen you in" 91
"haven't talked to you" 79
"haven't tweeted in a" 55
"havent been on twitter" 51
"having a bad day" 120
"having a good day" 129
"having a good time" 132
"having a great day" 210
"having a great time" 238
"having a great week" 91
"having a great weekend" 90
"having a hard time" 223
"having a lot of" 63
"having one of those" 61
"having so much fun" 95
"he's going to be" 71
"he's one of the" 57
"he didn't want to" 89
"he doesn't want to" 51
"he gave me a" 58
"he is going to" 158
"he is one of" 72
"he is such a" 92
"he is the best" 58
"he is trying to" 59
"he looks like a" 68
"he needs to be" 55
"he said he was" 103
"he said it was" 76
"he seems to be" 58
"he told me he" 66
"he told me that" 90
"he told me to" 64
"he wanted to be" 54
"he wants to be" 72
"he was able to" 110
"he was going to" 251
"he was in the" 101
"he was on the" 55
"he was one of" 89
"he was trying to" 89
"he would have been" 68
"head on over to" 109
"head over to the" 81
"headed back to the" 80
"hear what you think" 62
"heart goes out to" 89
"hello how are you" 61
"help me get more" 62
"help me get to" 66
"help spread the word" 136
"help us get to" 61
"help us spread the" 78
"help you with your" 64
"helping spread the word" 62
"her a happy birthday" 57
"here's my number so" 81
"here and there and" 51
"here are a couple" 86
"here are a few" 421
"here are some of" 211
"here are some pictures" 66
"here i come i" 54
"here is a little" 76
"here is a picture" 64
"here is the link" 60
"here is what i" 126
"here na na na" 60
"here on the blog" 58
"here thanks for the" 81
"here we go again" 121
"hey how are you" 171
"hey i heard you" 52
"hey i just met" 147
"hey i love you" 51
"hey thanks for following" 100
"hey thanks for the" 295
"hi how are you" 113
"hi my name is" 114
"hi thanks for following" 53
"hi thanks for the" 54
"highlight of my day" 53
"him out of the" 65
"him to follow me" 54
"hit by a car" 99
"hit me up for" 104
"hit me up if" 133
"hit me up on" 57
"hit me up when" 63
"hit us up for" 51
"home from the hospital" 57
"home from work and" 68
"hope all is well" 919
"hope all of you" 66
"hope everyone had a" 399
"hope everyone has a" 413
"hope everyone is enjoying" 65
"hope everyone is having" 241
"hope for the best" 75
"hope i can get" 55
"hope i get to" 96
"hope it was a" 56
"hope that you will" 61
"hope to be back" 60
"hope to meet you" 83
"hope to see everyone" 59
"hope to see some" 58
"hope to see u" 74
"hope to see you" 1603
"hope u feel better" 54
"hope u had a" 60
"hope u have a" 143
"hope you're doing well" 155
"hope you're entertained by" 51
"hope you're feeling better" 60
"hope you're having a" 343
"hope you all are" 89
"hope you all had" 227
"hope you all have" 284
"hope you are all" 161
"hope you are doing" 157
"hope you are enjoying" 109
"hope you are having" 273
"hope you are well" 193
"hope you can join" 74
"hope you can make" 144
"hope you enjoy it" 124
"hope you enjoy the" 153
"hope you enjoy your" 79
"hope you enjoyed it" 63
"hope you enjoyed the" 145
"hope you enjoyed your" 107
"hope you feel better" 272
"hope you get to" 69
"hope you guys are" 74
"hope you had a" 754
"hope you had fun" 92
"hope you have a" 1167
"hope you have an" 133
"hope you have fun" 64
"hope you like it" 216
"hope you like the" 64
"hope your day is" 143
"hope your having a" 58
"hope your week is" 60
"hoping for the best" 53
"hour and a half" 278
"hours in the day" 53
"how am i supposed" 82
"how are things going" 58
"how are you all" 57
"how are you celebrating" 62
"how are you doing" 347
"how are you feeling" 90
"how are you going" 72
"how are you guys" 61
"how are you i" 187
"how are you today" 131
"how big of a" 55
"how can i get" 129
"how can i help" 80
"how can you be" 71
"how can you not" 86
"how cool is that" 116
"how could i not" 53
"how could you not" 61
"how did i get" 65
"how did i miss" 86
"how did i not" 83
"how did it go" 82
"how did that happen" 62
"how did you do" 72
"how did you find" 60
"how did you get" 128
"how did you know" 93
"how do i get" 211
"how do i know" 89
"how do we get" 75
"how do you do" 82
"how do you feel" 194
"how do you get" 163
"how do you keep" 63
"how do you know" 222
"how do you like" 151
"how do you make" 84
"how do you think" 106
"how does it feel" 82
"how easy it is" 64
"how excited i am" 70
"how happy i am" 58
"how hard it is" 117
"how have u been" 71
"how have you been" 402
"how i'm going to" 67
"how i feel about" 273
"how i met your" 95
"how i wish i" 68
"how important it is" 76
"how in the world" 98
"how is everyone doing" 67
"how is it that" 102
"how is your day" 96
"how it turned out" 113
"how it turns out" 53
"how long are you" 101
"how long does it" 57
"how long have you" 101
"how long it takes" 80
"how long it will" 53
"how many of us" 53
"how many of you" 232
"how many people are" 75
"how many times have" 78
"how many times i" 122
"how many times you" 57
"how much do you" 106
"how much i hate" 79
"how much i like" 52
"how much i love" 477
"how much i miss" 71
"how much of a" 109
"how much you love" 90
"how often do you" 101
"how old are you" 150
"how old r u" 69
"how to be a" 96
"how to deal with" 101
"how to do it" 189
"how to do that" 60
"how to do this" 68
"how to get a" 52
"how to get the" 60
"how to make a" 163
"how to make it" 83
"how to make the" 67
"how to use it" 134
"how to use the" 77
"how to use twitter" 61
"how was your day" 174
"how was your weekend" 90
"how we can help" 68
"how we do it" 63
"how would you like" 52
"how you do it" 52
"how you feel about" 60
"huge fan of the" 60
"huge thank you to" 122
"hundreds of thousands of" 109
"hunter matt hunter matt" 109
"hurry up and get" 85
"i'd be able to" 51
"i'd be happy to" 110
"i'd like to be" 103
"i'd like to know" 56
"i'd like to say" 58
"i'd like to see" 209
"i'd like to share" 52
"i'd like to thank" 72
"i'd like to think" 80
"i'd love to be" 65
"i'd love to get" 59
"i'd love to have" 60
"i'd love to hear" 194
"i'd love to know" 76
"i'd love to see" 235
"i'd really like to" 70
"i'll be able to" 226
"i'll be at the" 110
"i'll be back in" 89
"i'll be in the" 80
"i'll be sure to" 233
"i'll be there in" 55
"i'll check it out" 186
"i'll do my best" 70
"i'll follow you back" 54
"i'll get back to" 79
"i'll give it a" 52
"i'll give you a" 140
"i'll have to check" 114
"i'll just have to" 93
"i'll keep you posted" 105
"i'll let you know" 408
"i'll make sure to" 56
"i'll say it again" 79
"i'll see if i" 61
"i'll see what i" 72
"i'll see you there" 52
"i'll send you a" 94
"i'm a big fan" 180
"i'm a fan of" 122
"i'm a huge fan" 132
"i'm about to get" 62
"i'm about to go" 93
"i'm excited to see" 87
"i'm going back to" 83
"i'm going to be" 672
"i'm going to bed" 183
"i'm going to do" 205
"i'm going to get" 183
"i'm going to give" 54
"i'm going to go" 232
"i'm going to have" 374
"i'm going to keep" 63
"i'm going to make" 135
"i'm going to miss" 154
"i'm going to need" 91
"i'm going to say" 57
"i'm going to see" 122
"i'm going to sleep" 130
"i'm going to start" 177
"i'm going to stop" 53
"i'm going to take" 129
"i'm going to the" 148
"i'm going to try" 268
"i'm going to use" 58
"i'm gonna have to" 135
"i'm here for you" 52
"i'm in love with" 287
"i'm in need of" 57
"i'm in the mood" 80
"i'm just going to" 240
"i'm just trying to" 122
"i'm looking at you" 54
"i'm looking for a" 146
"i'm looking forward to" 680
"i'm more of a" 62
"i'm never going to" 53
"i'm not a big" 94
"i'm not a fan" 138
"i'm not even sure" 86
"i'm not going to" 654
"i'm not in the" 72
"i'm not quite sure" 70
"i'm not really sure" 72
"i'm not saying that" 52
"i'm not so sure" 72
"i'm not sure about" 61
"i'm not sure but" 53
"i'm not sure how" 218
"i'm not sure i" 195
"i'm not sure if" 332
"i'm not sure that" 73
"i'm not sure what" 242
"i'm not sure why" 131
"i'm not talking about" 80
"i'm not the only" 280
"i'm not trying to" 109
"i'm on my way" 199
"i'm one of those" 55
"i'm pretty sure i" 217
"i'm pretty sure i'm" 52
"i'm pretty sure it" 58
"i'm pretty sure that" 101
"i'm pretty sure the" 76
"i'm probably going to" 51
"i'm proud of you" 74
"i'm ready for the" 66
"i'm ready to get" 62
"i'm ready to go" 111
"i'm really looking forward" 98
"i'm so excited about" 65
"i'm so excited for" 160
"i'm so excited i" 63
"i'm so excited to" 185
"i'm so glad i" 128
"i'm so glad that" 57
"i'm so glad you" 103
"i'm so happy for" 66
"i'm so happy to" 76
"i'm so proud of" 238
"i'm so ready for" 74
"i'm so sorry i" 64
"i'm so tired of" 89
"i'm sorry but i" 71
"i'm sorry to hear" 65
"i'm starting to get" 71
"i'm starting to think" 68
"i'm still trying to" 102
"i'm still waiting for" 58
"i'm still working on" 61
"i'm supposed to be" 87
"i'm sure it will" 111
"i'm sure there are" 61
"i'm sure you can" 57
"i'm sure you will" 73
"i'm the only one" 162
"i'm tired of being" 60
"i'm too lazy to" 72
"i'm trying not to" 57
"i'm trying to be" 59
"i'm trying to figure" 76
"i'm trying to find" 51
"i'm trying to get" 173
"i'm working on a" 107
"i'm working on it" 75
"i've always wanted to" 172
"i've been able to" 69
"i've been in the" 53
"i've been listening to" 84
"i've been looking for" 91
"i've been meaning to" 116
"i've been thinking about" 122
"i've been trying to" 225
"i've been waiting for" 139
"i've been wanting to" 142
"i've been working on" 171
"i've had in a" 64
"i've never been so" 53
"i've never been to" 79
"i've never had a" 66
"i've never heard of" 84
"i've never seen a" 64
"i've said it before" 57
"i've seen in a" 89
"i actually have a" 53
"i agree with you" 166
"i already have a" 74
"i also had a" 61
"i also have a" 116
"i also love the" 61
"i also want to" 111
"i also wanted to" 88
"i always end up" 87
"i always feel like" 67
"i always have to" 72
"i always seem to" 62
"i always try to" 72
"i always wanted to" 115
"i am a big" 106
"i am a bit" 90
"i am a fan" 102
"i am a huge" 124
"i am a little" 123
"i am a very" 59
"i am able to" 112
"i am about to" 179
"i am and i" 64
"i am at a" 57
"i am at the" 90
"i am beginning to" 51
"i am determined to" 64
"i am done with" 52
"i am excited about" 52
"i am excited to" 153
"i am following you" 83
"i am glad i" 67
"i am glad that" 63
"i am glad to" 69
"i am glad you" 64
"i am going to" 2089
"i am grateful for" 151
"i am happy to" 222
"i am having a" 118
"i am here to" 73
"i am hoping that" 73
"i am hoping to" 109
"i am i am" 55
"i am in a" 132
"i am in love" 163
"i am in the" 249
"i am interested in" 84
"i am just a" 69
"i am listening to" 64
"i am looking for" 180
"i am looking forward" 293
"i am more than" 57
"i am no longer" 86
"i am not a" 477
"i am not even" 55
"i am not going" 191
"i am not in" 69
"i am not sure" 415
"i am not the" 125
"i am now a" 83
"i am obsessed with" 65
"i am off to" 90
"i am on a" 85
"i am on my" 64
"i am on the" 152
"i am one of" 94
"i am out of" 58
"i am pretty sure" 146
"i am proud of" 85
"i am proud to" 93
"i am ready for" 115
"i am ready to" 157
"i am really excited" 58
"i am really looking" 53
"i am reminded of" 54
"i am right now" 66
"i am so blessed" 66
"i am so excited" 463
"i am so glad" 231
"i am so grateful" 146
"i am so happy" 332
"i am so jealous" 56
"i am so not" 52
"i am so proud" 196
"i am so ready" 92
"i am so so" 54
"i am so sorry" 140
"i am so thankful" 136
"i am so tired" 118
"i am so very" 77
"i am starting to" 104
"i am still in" 59
"i am such a" 104
"i am supposed to" 70
"i am sure i" 84
"i am sure it" 69
"i am sure that" 103
"i am sure you" 123
"i am talking about" 100
"i am thankful for" 219
"i am thankful that" 56
"i am the only" 92
"i am thinking about" 99
"i am thinking of" 72
"i am tired of" 65
"i am trying to" 440
"i am very excited" 94
"i am very happy" 58
"i am waiting for" 76
"i am what i" 55
"i am who i" 66
"i am willing to" 66
"i am with you" 59
"i am working on" 198
"i apologize for the" 56
"i are going to" 128
"i asked for a" 52
"i asked him if" 51
"i believe in the" 80
"i believe in you" 52
"i believe it is" 73
"i came across a" 86
"i came across this" 88
"i came to the" 54
"i came up with" 315
"i can't believe how" 139
"i can't believe i" 264
"i can't believe i'm" 96
"i can't believe it" 146
"i can't believe it's" 103
"i can't believe that" 151
"i can't believe the" 60
"i can't believe this" 69
"i can't believe you" 114
"i can't do it" 77
"i can't do this" 55
"i can't even imagine" 51
"i can't figure out" 82
"i can't find a" 54
"i can't find it" 67
"i can't find my" 66
"i can't find the" 76
"i can't get enough" 87
"i can't go to" 72
"i can't help but" 281
"i can't help it" 120
"i can't make it" 84
"i can't remember the" 89
"i can't say i" 54
"i can't say that" 52
"i can't seem to" 173
"i can't stand it" 52
"i can't stand the" 57
"i can't stop listening" 60
"i can't stop thinking" 60
"i can't take it" 59
"i can't tell if" 72
"i can't tell you" 169
"i can't think of" 197
"i can't wait for" 713
"i can't wait i" 66
"i can't wait til" 80
"i can't wait till" 188
"i can't wait to" 2034
"i can't wait until" 206
"i can already tell" 64
"i can assure you" 62
"i can be a" 93
"i can deal with" 55
"i can dm you" 92
"i can do all" 51
"i can do for" 51
"i can do is" 136
"i can do it" 204
"i can do that" 117
"i can do this" 145
"i can do to" 111
"i can feel it" 112
"i can feel the" 71
"i can find a" 64
"i can get a" 195
"i can get back" 53
"i can get it" 75
"i can get my" 120
"i can get some" 96
"i can get the" 73
"i can get to" 75
"i can get you" 54
"i can give you" 102
"i can go to" 170
"i can guarantee you" 57
"i can have a" 62
"i can hear the" 80
"i can help you" 152
"i can honestly say" 142
"i can listen to" 63
"i can make a" 77
"i can make it" 168
"i can no longer" 68
"i can not wait" 69
"i can only hope" 79
"i can only imagine" 162
"i can relate to" 57
"i can say i" 72
"i can say is" 253
"i can say that" 96
"i can see how" 68
"i can see it" 116
"i can see that" 120
"i can see the" 193
"i can see why" 97
"i can see you" 69
"i can send you" 102
"i can show you" 54
"i can take a" 61
"i can talk to" 63
"i can tell you" 325
"i can think about" 96
"i can think of" 264
"i cannot wait for" 72
"i cannot wait to" 194
"i cant wait for" 128
"i cant wait till" 65
"i cant wait to" 290
"i close my eyes" 85
"i come up with" 53
"i could be a" 58
"i could be there" 202
"i could be wrong" 54
"i could care less" 81
"i could do it" 75
"i could do that" 63
"i could get a" 105
"i could go back" 91
"i could go for" 79
"i could go on" 133
"i could go to" 125
"i could have a" 71
"i could have been" 109
"i could have done" 51
"i could have made" 55
"i could listen to" 67
"i could make a" 51
"i could make it" 75
"i could not be" 58
"i could really use" 84
"i could see the" 94
"i could tell you" 81
"i could think of" 72
"i could use a" 92
"i could use some" 70
"i couldn't agree more" 93
"i couldn't be happier" 54
"i couldn't be more" 55
"i couldn't believe it" 69
"i couldn't help but" 118
"i couldn't make it" 89
"i couldn't wait to" 66
"i cried when i" 73
"i dare you to" 77
"i decided it was" 73
"i decided not to" 70
"i decided that i" 108
"i decided to do" 108
"i decided to get" 52
"i decided to give" 65
"i decided to go" 182
"i decided to make" 258
"i decided to take" 121
"i decided to try" 110
"i decided to use" 123
"i did a little" 60
"i did and i" 54
"i did get a" 51
"i did have a" 74
"i did it i" 66
"i did it was" 51
"i did manage to" 89
"i did not get" 60
"i did not have" 141
"i did not know" 172
"i did not want" 89
"i did the same" 69
"i did when i" 64
"i didn't even know" 200
"i didn't feel like" 65
"i didn't get a" 114
"i didn't get the" 76
"i didn't get to" 196
"i didn't go to" 53
"i didn't have a" 161
"i didn't have any" 112
"i didn't have the" 96
"i didn't have to" 258
"i didn't know about" 57
"i didn't know how" 58
"i didn't know i" 84
"i didn't know it" 61
"i didn't know that" 135
"i didn't know what" 111
"i didn't know you" 208
"i didn't like the" 55
"i didn't make it" 54
"i didn't mean to" 84
"i didn't need to" 51
"i didn't see you" 53
"i didn't think i" 68
"i didn't think it" 79
"i didn't want to" 545
"i do believe that" 65
"i do have a" 218
"i do have some" 56
"i do have to" 82
"i do i do" 61
"i do know that" 76
"i do like the" 59
"i do love the" 59
"i do my best" 58
"i do not believe" 61
"i do not have" 224
"i do not know" 205
"i do not like" 163
"i do not think" 98
"i do not understand" 53
"i do not want" 192
"i do say so" 84
"i do the same" 71
"i do think that" 53
"i do want to" 83
"i do what i" 141
"i don't agree with" 55
"i don't believe in" 110
"i don't believe that" 53
"i don't care about" 131
"i don't care for" 53
"i don't care how" 114
"i don't care if" 218
"i don't care what" 240
"i don't care who" 75
"i don't even care" 64
"i don't even have" 112
"i don't even know" 533
"i don't even like" 75
"i don't even remember" 72
"i don't even think" 63
"i don't even want" 85
"i don't feel good" 58
"i don't feel like" 242
"i don't get it" 241
"i don't get the" 81
"i don't get to" 80
"i don't get why" 76
"i don't give a" 244
"i don't hate you" 54
"i don't have a" 631
"i don't have an" 86
"i don't have any" 325
"i don't have anything" 65
"i don't have enough" 62
"i don't have much" 77
"i don't have my" 52
"i don't have one" 70
"i don't have that" 53
"i don't have the" 208
"i don't have time" 141
"i don't have to" 729
"i don't know about" 342
"i don't know but" 162
"i don't know how" 778
"i don't know i" 201
"i don't know i'm" 53
"i don't know if" 869
"i don't know much" 59
"i don't know that" 120
"i don't know the" 162
"i don't know what" 1113
"i don't know what's" 71
"i don't know when" 58
"i don't know where" 184
"i don't know whether" 52
"i don't know which" 56
"i don't know who" 162
"i don't know why" 639
"i don't know you" 85
"i don't like it" 142
"i don't like that" 65
"i don't like the" 144
"i don't like this" 63
"i don't like to" 138
"i don't like you" 115
"i don't mean to" 80
"i don't need a" 94
"i don't need to" 194
"i don't really care" 108
"i don't really have" 65
"i don't really know" 129
"i don't really like" 67
"i don't really want" 52
"i don't remember the" 60
"i don't see any" 52
"i don't see how" 80
"i don't see it" 58
"i don't see the" 64
"i don't see why" 57
"i don't see you" 52
"i don't think anyone" 83
"i don't think he" 106
"i don't think i" 611
"i don't think i'll" 103
"i don't think i'm" 77
"i don't think i've" 203
"i don't think it" 200
"i don't think it's" 196
"i don't think my" 72
"i don't think she" 58
"i don't think so" 282
"i don't think that" 167
"i don't think that's" 66
"i don't think the" 138
"i don't think there" 66
"i don't think there's" 55
"i don't think they" 104
"i don't think this" 62
"i don't think we" 100
"i don't think you" 160
"i don't understand how" 109
"i don't understand the" 55
"i don't understand why" 189
"i don't wanna be" 108
"i don't wanna get" 57
"i don't wanna go" 111
"i don't want a" 75
"i don't want it" 70
"i don't want to" 1883
"i don't want you" 90
"i dont even know" 118
"i dont give a" 58
"i dont have a" 94
"i dont have to" 66
"i dont know how" 89
"i dont know if" 78
"i dont know what" 131
"i dont know why" 73
"i dont think i" 67
"i dont want to" 224
"i encourage you to" 95
"i ended up with" 121
"i feel a little" 67
"i feel as if" 84
"i feel as though" 61
"i feel bad for" 234
"i feel like a" 441
"i feel like an" 65
"i feel like i" 967
"i feel like i'm" 530
"i feel like i've" 145
"i feel like im" 91
"i feel like it" 127
"i feel like it's" 60
"i feel like my" 122
"i feel like such" 60
"i feel like that" 52
"i feel like the" 184
"i feel like this" 115
"i feel like we" 69
"i feel like you" 78
"i feel so bad" 103
"i feel so much" 55
"i feel sorry for" 125
"i feel the need" 67
"i feel the same" 171
"i feel your pain" 132
"i fell in love" 235
"i felt like a" 72
"i felt like i" 250
"i figured it out" 57
"i figured it was" 61
"i finally got to" 76
"i find it hard" 57
"i forgot about that" 56
"i forgot how much" 70
"i forgot to mention" 76
"i forgot to take" 74
"i found out about" 52
"i found out i" 63
"i found out that" 133
"i get a follow" 187
"i get a happy" 56
"i get a little" 66
"i get a rt" 87
"i get back to" 87
"i get home from" 61
"i get home i" 54
"i get it i" 64
"i get it now" 52
"i get out of" 102
"i get to be" 67
"i get to do" 52
"i get to go" 128
"i get to meet" 73
"i get to see" 304
"i get to the" 74
"i get to work" 58
"i go back to" 136
"i go to a" 51
"i go to bed" 123
"i go to school" 51
"i go to sleep" 113
"i go to the" 161
"i go to work" 62
"i going to do" 64
"i got a call" 53
"i got a job" 53
"i got a little" 67
"i got a lot" 100
"i got a new" 178
"i got an email" 64
"i got home from" 70
"i got home i" 83
"i got my first" 64
"i got out of" 93
"i got to get" 51
"i got to go" 75
"i got to meet" 57
"i got to see" 181
"i got to the" 110
"i got to work" 63
"i gotta go to" 67
"i grew up in" 184
"i grew up with" 76
"i grow up i" 53
"i guess i'll just" 55
"i guess i'm not" 52
"i guess i am" 68
"i guess i can" 85
"i guess i have" 98
"i guess i just" 73
"i guess i need" 55
"i guess i should" 171
"i guess i was" 78
"i guess i will" 76
"i guess it is" 75
"i guess it was" 85
"i guess that is" 53
"i guess this is" 77
"i guess you could" 81
"i had a blast" 133
"i had a chance" 62
"i had a couple" 55
"i had a dream" 290
"i had a few" 113
"i had a friend" 62
"i had a good" 145
"i had a great" 364
"i had a hard" 65
"i had a little" 70
"i had a lot" 133
"i had a really" 80
"i had a very" 66
"i had a wonderful" 92
"i had in my" 71
"i had my first" 76
"i had never heard" 55
"i had never seen" 51
"i had no clue" 68
"i had no idea" 627
"i had one of" 55
"i had planned to" 52
"i had so much" 180
"i had someone to" 55
"i had such a" 76
"i had the best" 62
"i had the chance" 58
"i had the opportunity" 79
"i had the pleasure" 80
"i had the same" 70
"i had time to" 61
"i had to ask" 51
"i had to be" 92
"i had to choose" 52
"i had to do" 269
"i had to get" 206
"i had to give" 57
"i had to go" 265
"i had to have" 94
"i had to leave" 102
"i had to make" 193
"i had to say" 65
"i had to share" 53
"i had to stop" 70
"i had to take" 147
"i had to try" 53
"i had to use" 76
"i had to work" 71
"i hate having to" 60
"i hate how i" 51
"i hate it when" 430
"i hate my life" 63
"i hate people who" 57
"i hate that i" 122
"i hate to say" 71
"i hate waking up" 57
"i hate when i" 234
"i hate when my" 106
"i hate when people" 373
"i hate when ppl" 67
"i hate when that" 60
"i hate when you" 60
"i hate you i" 60
"i have a bad" 61
"i have a big" 73
"i have a bunch" 57
"i have a couple" 135
"i have a crush" 51
"i have a dream" 58
"i have a feeling" 451
"i have a few" 343
"i have a friend" 129
"i have a good" 123
"i have a great" 139
"i have a hard" 98
"i have a headache" 74
"i have a huge" 82
"i have a job" 59
"i have a little" 104
"i have a long" 55
"i have a lot" 410
"i have a new" 258
"i have a pretty" 53
"i have a problem" 102
"i have a question" 141
"i have a ton" 59
"i have a very" 111
"i have a whole" 65
"i have absolutely no" 59
"i have all the" 58
"i have always been" 109
"i have always loved" 68
"i have always wanted" 64
"i have an idea" 76
"i have been a" 146
"i have been able" 68
"i have been busy" 80
"i have been doing" 134
"i have been having" 63
"i have been in" 119
"i have been looking" 67
"i have been on" 89
"i have been reading" 74
"i have been so" 124
"i have been thinking" 89
"i have been to" 75
"i have been told" 54
"i have been trying" 178
"i have been using" 63
"i have been very" 55
"i have been waiting" 76
"i have been wanting" 71
"i have been working" 152
"i have come to" 142
"i have decided that" 68
"i have decided to" 221
"i have ever been" 55
"i have ever had" 95
"i have ever heard" 57
"i have ever seen" 250
"i have found that" 101
"i have got to" 61
"i have had a" 170
"i have had the" 92
"i have had to" 102
"i have in my" 100
"i have in the" 74
"i have lots of" 132
"i have made a" 74
"i have my own" 82
"i have never been" 219
"i have never had" 86
"i have never heard" 55
"i have never seen" 158
"i have no clue" 193
"i have no doubt" 112
"i have no idea" 1148
"i have no life" 51
"i have no one" 58
"i have no problem" 89
"i have not been" 169
"i have not had" 67
"i have not seen" 77
"i have nothing to" 144
"i have plenty of" 54
"i have seen the" 59
"i have so many" 197
"i have so much" 292
"i have something to" 76
"i have such a" 85
"i have the best" 162
"i have the most" 69
"i have the same" 111
"i have the worst" 63
"i have time to" 67
"i have to admit" 426
"i have to agree" 67
"i have to ask" 76
"i have to be" 338
"i have to do" 409
"i have to find" 61
"i have to get" 372
"i have to give" 99
"i have to go" 577
"i have to have" 84
"i have to keep" 78
"i have to leave" 62
"i have to make" 121
"i have to pay" 64
"i have to read" 58
"i have to say" 987
"i have to see" 83
"i have to share" 51
"i have to start" 77
"i have to stop" 66
"i have to take" 156
"i have to tell" 141
"i have to use" 53
"i have to wait" 172
"i have to watch" 64
"i have to work" 218
"i have to write" 68
"i have tried to" 75
"i have yet to" 248
"i haven't been able" 145
"i haven't been in" 52
"i haven't been on" 240
"i haven't been to" 88
"i haven't had a" 111
"i haven't seen in" 53
"i haven't seen it" 74
"i haven't seen you" 100
"i haven't talked to" 114
"i havent been on" 82
"i heard it was" 58
"i heard you were" 71
"i highly recommend it" 96
"i honestly don't know" 66
"i hope all is" 128
"i hope everyone had" 95
"i hope everyone has" 140
"i hope everyone is" 114
"i hope i can" 193
"i hope i don't" 80
"i hope i get" 128
"i hope i have" 51
"i hope it was" 52
"i hope so i" 52
"i hope so too" 67
"i hope that you" 180
"i hope this is" 60
"i hope to be" 127
"i hope to get" 70
"i hope to have" 90
"i hope to see" 190
"i hope u have" 51
"i hope we can" 70
"i hope you're having" 62
"i hope you all" 310
"i hope you are" 387
"i hope you can" 132
"i hope you do" 58
"i hope you don't" 59
"i hope you enjoy" 242
"i hope you enjoyed" 130
"i hope you feel" 134
"i hope you find" 80
"i hope you get" 175
"i hope you guys" 71
"i hope you had" 171
"i hope you have" 525
"i hope you know" 78
"i hope you like" 167
"i hope you will" 192
"i hope your day" 74
"i just bought a" 60
"i just can't get" 84
"i just can't wait" 56
"i just don't get" 93
"i just don't have" 84
"i just don't know" 157
"i just don't like" 87
"i just don't think" 64
"i just don't understand" 91
"i just don't want" 100
"i just earned the" 53
"i just feel like" 91
"i just finished a" 322
"i just found out" 214
"i just got a" 217
"i just got back" 105
"i just got home" 84
"i just got my" 102
"i just got the" 87
"i just had a" 170
"i just had to" 331
"i just have a" 80
"i just have to" 362
"i just know it" 57
"i just know that" 52
"i just like to" 51
"i just looked at" 52
"i just love how" 55
"i just love it" 62
"i just love the" 120
"i just love this" 59
"i just made a" 54
"i just met you" 159
"i just need a" 86
"i just need to" 371
"i just noticed that" 51
"i just realized i" 126
"i just realized that" 140
"i just saw a" 201
"i just saw that" 73
"i just saw the" 131
"i just saw this" 114
"i just saw you" 60
"i just saw your" 70
"i just sent you" 73
"i just wanna be" 88
"i just wanna go" 81
"i just want a" 102
"i just want my" 64
"i just want to" 1242
"i just want you" 110
"i just wanted to" 560
"i just watched the" 61
"i just went to" 54
"i just wish i" 90
"i just woke up" 174
"i kind of want" 63
"i knew how to" 63
"i knew i had" 154
"i knew i wanted" 57
"i knew i was" 146
"i knew i would" 58
"i knew it was" 235
"i knew it would" 80
"i knew that i" 103
"i knew there was" 58
"i knew what i" 51
"i knew you were" 56
"i knew you would" 75
"i know a few" 56
"i know a lot" 113
"i know but i" 109
"i know exactly what" 69
"i know he is" 52
"i know how to" 176
"i know how you" 89
"i know i'm a" 96
"i know i'm late" 53
"i know i'm not" 112
"i know i've been" 74
"i know i am" 322
"i know i can" 130
"i know i can't" 95
"i know i do" 84
"i know i don't" 98
"i know i have" 236
"i know i just" 106
"i know i know" 374
"i know i love" 82
"i know i need" 78
"i know i should" 92
"i know i was" 180
"i know i will" 133
"i know i would" 54
"i know is that" 86
"i know it's a" 90
"i know it's been" 61
"i know it's not" 98
"i know it is" 182
"i know it was" 137
"i know it will" 97
"i know nothing about" 57
"i know right i" 135
"i know some of" 59
"i know that i" 228
"i know that is" 63
"i know that it" 54
"i know that my" 59
"i know that the" 58
"i know that you" 100
"i know the feeling" 149
"i know there are" 118
"i know there is" 56
"i know they are" 64
"i know this is" 172
"i know we are" 55
"i know what i" 107
"i know what i'm" 83
"i know what you" 214
"i know what you're" 65
"i know you are" 161
"i know you can" 83
"i know you don't" 60
"i know you have" 90
"i know you will" 114
"i learned a lot" 80
"i learned how to" 72
"i leave you with" 64
"i like how you" 52
"i like it i" 94
"i like it when" 73
"i like the idea" 128
"i like the new" 57
"i like the way" 148
"i like to be" 64
"i like to call" 79
"i like to do" 63
"i like to hear" 73
"i like to keep" 64
"i like to see" 58
"i like to think" 216
"i like to use" 53
"i like your style" 54
"i live in a" 120
"i live in the" 119
"i look at it" 58
"i look at my" 59
"i look at the" 103
"i look forward to" 1004
"i look like a" 173
