"term" "freq"
"first round of" 157
"first round pick" 60
"first step in" 69
"first step to" 70
"first thing i" 276
"first thing in" 110
"first thing that" 106
"first thing you" 85
"first things first" 72
"first thought was" 66
"first time and" 207
"first time at" 101
"first time ever" 185
"first time for" 70
"first time he" 68
"first time i" 791
"first time i've" 182
"first time in" 1024
"first time it" 91
"first time on" 101
"first time since" 248
"first time that" 119
"first time the" 104
"first time this" 157
"first time to" 67
"first time today" 94
"first time we" 98
"first time you" 75
"first to know" 59
"first trip to" 77
"first up is" 59
"first visit to" 58
"first week of" 205
"first year of" 114
"first you don't" 58
"fish and chips" 60
"fish in the" 69
"fit in a" 64
"fit in the" 103
"fit in with" 58
"fit into the" 77
"fit the bill" 57
"five of the" 61
"five or six" 69
"five year old" 89
"five years ago" 153
"five years and" 55
"flavor of the" 60
"floor of the" 144
"florence the machine" 55
"flour baking powder" 80
"flowers in the" 63
"focus is on" 61
"focus more on" 60
"focus on my" 76
"focus on the" 525
"focus on what" 93
"focus on your" 59
"focused on the" 197
"focuses on the" 53
"focusing on the" 134
"fold in the" 81
"follow and for" 53
"follow and i" 75
"follow and the" 57
"follow as well" 62
"follow back and" 106
"follow back d" 104
"follow back i" 299
"follow back i'm" 51
"follow back if" 66
"follow back just" 65
"follow back please" 357
"follow back so" 66
"follow back thanks" 72
"follow back you" 60
"follow check out" 52
"follow follow follow" 109
"follow for a" 68
"follow for me" 67
"follow for the" 67
"follow for updates" 70
"follow have a" 113
"follow her she" 61
"follow hope you" 59
"follow hope you're" 65
"follow i am" 75
"follow i look" 58
"follow i love" 121
"follow i will" 51
"follow if you" 156
"follow look forward" 53
"follow looking forward" 163
"follow love your" 55
"follow me and" 610
"follow me at" 63
"follow me back" 1117
"follow me because" 81
"follow me but" 79
"follow me cause" 67
"follow me d" 164
"follow me follow" 119
"follow me for" 119
"follow me i" 1218
"follow me i'll" 92
"follow me i'm" 124
"follow me if" 161
"follow me im" 134
"follow me is" 77
"follow me it" 212
"follow me it's" 51
"follow me lol" 64
"follow me love" 65
"follow me maybe" 85
"follow me my" 81
"follow me na" 65
"follow me now" 56
"follow me on" 687
"follow me or" 84
"follow me please" 1084
"follow me pleasee" 58
"follow me plz" 114
"follow me rt" 62
"follow me so" 211
"follow me t" 88
"follow me thanks" 138
"follow me the" 70
"follow me to" 88
"follow me too" 59
"follow me we" 53
"follow me you" 137
"follow me your" 54
"follow my blog" 57
"follow my friend" 90
"follow my new" 238
"follow my other" 90
"follow my personal" 56
"follow on twitter" 146
"follow she follows" 58
"follow she is" 136
"follow thank you" 73
"follow thanks for" 78
"follow u back" 66
"follow up on" 52
"follow up to" 89
"follow up with" 75
"follow us and" 126
"follow us back" 74
"follow us for" 107
"follow us on" 296
"follow us to" 60
"follow us we" 78
"follow you back" 313
"follow you i" 58
"follow you on" 72
"follow your dreams" 62
"follow your heart" 89
"followed by a" 349
"followed by an" 59
"followed by the" 179
"followed follow back" 84
"followed me back" 65
"followed me i" 68
"followed you back" 89
"followers away from" 74
"followers if you" 57
"followers on twitter" 76
"followers thank you" 160
"followers thanks for" 104
"followers to follow" 62
"following better wine" 56
"following have a" 79
"following looking forward" 63
"following me and" 98
"following me back" 90
"following me i" 247
"following me on" 223
"following the hilltop" 86
"following us on" 89
"following us we" 81
"following you back" 87
"following you now" 87
"following you on" 62
"following you too" 110
"fond memories of" 66
"food and a" 64
"food and drink" 98
"food and drinks" 73
"food and the" 59
"food and wine" 65
"food at the" 51
"food fact of" 51
"food for the" 96
"food for thought" 136
"food in my" 53
"food in the" 133
"food on the" 78
"food processor and" 56
"foot in the" 72
"for a baby" 61
"for a beautiful" 60
"for a beer" 138
"for a better" 286
"for a big" 265
"for a bike" 63
"for a birthday" 58
"for a bit" 737
"for a blog" 54
"for a book" 120
"for a break" 70
"for a brief" 81
"for a cause" 58
"for a certain" 60
"for a chance" 543
"for a change" 313
"for a child" 69
"for a class" 86
"for a client" 96
"for a coffee" 62
"for a company" 74
"for a concert" 93
"for a conference" 62
"for a cool" 52
"for a couple" 882
"for a cure" 52
"for a date" 51
"for a day" 503
"for a decade" 52
"for a different" 67
"for a drink" 198
"for a fact" 62
"for a family" 124
"for a fantastic" 57
"for a few" 2197
"for a first" 87
"for a follow" 107
"for a free" 438
"for a friend" 197
"for a full" 226
"for a fun" 168
"for a future" 60
"for a game" 129
"for a gift" 55
"for a girl" 109
"for a good" 822
"for a great" 1234
"for a group" 58
"for a guy" 111
"for a half" 70
"for a high" 60
"for a home" 71
"for a hot" 78
"for a hour" 64
"for a huge" 55
"for a job" 330
"for a large" 88
"for a late" 75
"for a lifetime" 77
"for a lil" 63
"for a limited" 82
"for a little" 864
"for a living" 187
"for a local" 71
"for a long" 1104
"for a lot" 212
"for a lovely" 57
"for a major" 59
"for a man" 151
"for a meeting" 83
"for a min" 111
"for a minute" 463
"for a moment" 436
"for a month" 345
"for a more" 184
"for a movie" 93
"for a much" 63
"for a nap" 137
"for a new" 1209
"for a nice" 204
"for a night" 194
"for a number" 107
"for a of" 58
"for a one" 71
"for a party" 89
"for a person" 98
"for a photo" 75
"for a picture" 56
"for a place" 124
"for a private" 68
"for a project" 84
"for a quick" 276
"for a real" 93
"for a really" 77
"for a reason" 562
"for a ride" 141
"for a run" 289
"for a sec" 81
"for a second" 535
"for a series" 52
"for a short" 244
"for a show" 153
"for a single" 101
"for a small" 168
"for a snack" 51
"for a special" 225
"for a story" 65
"for a successful" 52
"for a summer" 65
"for a team" 63
"for a third" 54
"for a time" 144
"for a total" 104
"for a tour" 54
"for a treat" 71
"for a trip" 103
"for a variety" 88
"for a very" 302
"for a video" 55
"for a visit" 187
"for a walk" 322
"for a way" 76
"for a wedding" 97
"for a week" 813
"for a weekend" 125
"for a while" 2507
"for a whole" 123
"for a woman" 88
"for a wonderful" 140
"for a year" 505
"for a young" 51
"for about a" 252
"for about an" 120
"for about hours" 94
"for about minutes" 572
"for about seconds" 63
"for about two" 68
"for about years" 97
"for all i" 106
"for all my" 199
"for all of" 1440
"for all our" 66
"for all that" 255
"for all the" 2184
"for all their" 53
"for all these" 71
"for all things" 97
"for all this" 63
"for all those" 203
"for all to" 109
"for all you" 418
"for all your" 656
"for allowing me" 88
"for almost a" 90
"for almost years" 106
"for always being" 53
"for an additional" 62
"for an amazing" 163
"for an awesome" 135
"for an early" 81
"for an easy" 55
"for an entire" 95
"for an evening" 52
"for an event" 80
"for an exciting" 54
"for an extra" 97
"for an hour" 580
"for an interview" 99
"for an upcoming" 118
"for and a" 58
"for and i" 103
"for and the" 94
"for another day" 235
"for another great" 102
"for another minutes" 92
"for another week" 63
"for another year" 92
"for any inconvenience" 57
"for any of" 143
"for any other" 51
"for any reason" 69
"for anyone else" 70
"for anyone to" 70
"for anyone who" 248
"for as long" 222
"for at least" 696
"for at the" 102
"for awhile and" 57
"for awhile now" 59
"for being a" 462
"for being an" 90
"for being awesome" 67
"for being my" 131
"for being on" 54
"for being our" 88
"for being so" 242
"for being such" 145
"for being the" 164
"for being there" 100
"for better or" 64
"for both of" 189
"for both the" 85
"for breakfast and" 93
"for breakfast i" 74
"for but i" 56
"for by the" 53
"for checking in" 128
"for checking out" 86
"for checking us" 65
"for children and" 79
"for christmas and" 83
"for christmas i" 89
"for christmas is" 81
"for cinco de" 93
"for coming by" 85
"for coming in" 145
"for coming out" 474
"for coming to" 305
"for days and" 112
"for days i" 59
"for details i" 52
"for dinner and" 188
"for dinner at" 59
"for dinner i" 111
"for dinner tonight" 160
"for doing that" 52
"for doing the" 56
"for doing what" 57
"for dropping by" 52
"for each and" 51
"for each day" 55
"for each of" 172
"for each other" 235
"for every time" 68
"for everyone but" 51
"for everyone else" 85
"for everyone i" 73
"for everyone in" 65
"for everyone to" 170
"for everyone who" 89
"for everything i" 75
"for everything you" 95
"for example a" 69
"for example i" 116
"for example if" 85
"for example in" 60
"for example the" 168
"for fans of" 64
"for far too" 57
"for first time" 118
"for five minutes" 54
"for five years" 76
"for following and" 120
"for following back" 131
"for following better" 56
"for following have" 84
"for following i" 224
"for following looking" 56
"for following me" 1050
"for following my" 83
"for following the" 147
"for following us" 654
"for following we" 83
"for food and" 61
"for for the" 58
"for four years" 51
"for free and" 73
"for free at" 54
"for free i" 67
"for free on" 56
"for free txt" 83
"for fun and" 76
"for getting me" 67
"for getting the" 92
"for giving me" 184
"for giving us" 89
"for going to" 77
"for good measure" 103
"for happy hour" 211
"for having a" 109
"for having me" 205
"for having the" 73
"for having us" 188
"for he is" 54
"for helping me" 155
"for helping spread" 56
"for helping to" 77
"for helping us" 147
"for her and" 191
"for her birthday" 125
"for her but" 74
"for her i" 125
"for her na" 71
"for her she" 83
"for her to" 334
"for high school" 70
"for him and" 242
"for him but" 86
"for him he" 88
"for him i" 156
"for him in" 63
"for him the" 59
"for him to" 578
"for his birthday" 98
"for his first" 88
"for his own" 71
"for hours and" 135
"for hours i" 59
"for hours on" 61
"for how long" 64
"for how to" 88
"for i am" 144
"for i have" 107
"for i know" 71
"for i love" 70
"for i think" 77
"for i was" 57
"for ice cream" 73
"for if you" 98
"for in a" 120
"for in the" 217
"for including me" 95
"for including us" 85
"for info on" 79
"for instance the" 56
"for introducing me" 53
"for inviting me" 81
"for it all" 60
"for it and" 242
"for it but" 141
"for it i" 316
"for it i'm" 51
"for it if" 58
"for it in" 89
"for it is" 213
"for it it" 78
"for it na" 129
"for it now" 64
"for it on" 69
"for it so" 62
"for it the" 118
"for it this" 56
"for it to" 518
"for it was" 90
"for it we" 51
"for it when" 54
"for it would" 51
"for it you" 51
"for joining me" 53
"for joining us" 311
"for just a" 135
"for just one" 64
"for just the" 53
"for keeping me" 54
"for keeping us" 53
"for kids and" 59
"for lack of" 122
"for last night" 63
"for less than" 181
"for letting me" 367
"for letting us" 174
"for life and" 51
"for life i" 68
"for like a" 76
"for like hours" 52
"for like the" 61
"for listening to" 84
"for long term" 56
"for longer than" 64
"for lots of" 98
"for lunch and" 187
"for lunch at" 68
"for lunch i" 113
"for lunch today" 190
"for making a" 103
"for making it" 159
"for making me" 211
"for making my" 127
"for making the" 145
"for making this" 82
"for many of" 102
"for many people" 63
"for many reasons" 67
"for many years" 334
"for me a" 108
"for me all" 58
"for me and" 1058
"for me as" 255
"for me at" 223
"for me because" 144
"for me but" 426
"for me by" 51
"for me for" 147
"for me haha" 53
"for me he" 86
"for me i" 1484
"for me i'll" 54
"for me i'm" 194
"for me i've" 66
"for me if" 130
"for me in" 260
"for me is" 301
"for me it" 372
"for me it's" 223
"for me just" 130
"for me lol" 144
"for me my" 180
"for me na" 315
"for me no" 70
"for me not" 115
"for me now" 78
"for me on" 156
"for me or" 60
"for me please" 110
"for me right" 93
"for me rt" 96
"for me she" 66
"for me so" 246
"for me thank" 52
"for me thanks" 124
"for me that" 153
"for me the" 422
"for me there" 70
"for me they" 52
"for me this" 256
"for me though" 65
"for me to" 2625
"for me today" 195
"for me tonight" 70
"for me too" 149
"for me was" 108
"for me we" 78
"for me what" 69
"for me when" 209
"for me with" 80
"for me you" 150
"for memorial day" 53
"for minutes and" 127
"for minutes before" 60
"for minutes i" 57
"for minutes na" 65
"for minutes or" 300
"for minutes then" 80
"for minutes to" 73
"for minutes until" 132
"for months and" 105
"for months i" 57
"for months now" 55
"for more details" 295
"for more info" 740
"for more information" 636
"for more of" 64
"for more than" 621
"for most of" 446
"for most people" 66
"for mother's day" 302
"for mothers day" 168
"for much of" 97
"for my bday" 130
"for my birthday" 483
"for my blog" 99
"for my book" 51
"for my card" 121
"for my children" 76
"for my dad" 75
"for my daughter" 96
"for my dreams" 64
"for my family" 203
"for my favorite" 61
"for my final" 56
"for my first" 342
"for my friend" 98
"for my friends" 123
"for my husband" 93
"for my kids" 114
"for my last" 114
"for my life" 133
"for my little" 103
"for my mom" 207
"for my new" 259
"for my next" 179
"for my own" 204
"for my phone" 59
"for my sister" 93
"for my son" 96
"for my students" 54
"for my taste" 69
"for my th" 91
"for my trip" 66
"for myself and" 125
"for myself i" 107
"for na na" 96
"for nearly years" 66
"for new years" 79
"for new york" 60
"for next season" 80
"for next time" 66
"for next week" 238
"for next week's" 52
"for next year" 302
"for no apparent" 56
"for no one" 56
"for no other" 53
"for no reason" 446
"for not being" 124
"for not having" 83
"for now and" 69
"for now but" 73
"for now i" 303
"for now i'm" 90
"for now it's" 52
"for now the" 75
"for now we" 64
"for obvious reasons" 53
"for of the" 58
"for on the" 87
"for once i" 86
"for one another" 80
"for one day" 152
"for one more" 128
"for one night" 56
"for one of" 518
"for one reason" 51
"for one thing" 135
"for one year" 60
"for opening day" 70
"for other people" 64
"for others to" 76
"for our annual" 55
"for our children" 57
"for our family" 123
"for our first" 145
"for our kids" 54
"for our new" 198
"for our next" 161
"for our own" 65
"for our show" 85
"for our th" 73
"for out of" 54
"for over a" 240
"for over an" 72
"for over years" 251
"for part of" 53
"for people to" 342
"for people who" 364
"for people with" 98
"for quite a" 142
"for quite some" 157
"for reaching out" 92
"for reading and" 69
"for real i" 115
"for reminding me" 113
"for right now" 94
"for s sake" 69
"for sale in" 69
"for san diego" 51
"for school to" 64
"for sending me" 58
"for several days" 80
"for several hours" 68
"for several months" 62
"for several years" 165
"for sharing i" 110
"for sharing it" 77
"for sharing my" 69
"for sharing our" 131
"for sharing that" 76
"for sharing the" 221
"for sharing this" 130
"for sharing your" 248
"for showing me" 69
"for six months" 69
"for so i" 52
"for so long" 521
"for so many" 185
"for social media" 84
"for some football" 66
"for some fun" 81
"for some good" 132
"for some great" 152
"for some more" 86
"for some new" 115
"for some of" 275
"for some people" 101
"for some reason" 1361
"for some time" 328
"for someone else" 141
"for someone to" 260
"for someone who" 210
"for something else" 56
"for something i" 68
"for something that" 105
"for something to" 182
"for spreading the" 302
"for spring break" 164
"for st time" 58
"for stopping by" 680
"for stopping in" 95
"for students to" 72
"for such a" 264
"for such an" 55
"for supporting the" 58
"for sure and" 78
"for sure but" 118
"for sure i" 266
"for sure na" 63
"for sure rt" 53
"for sure that" 53
"for sure the" 57
"for sure you" 57
"for taking a" 82
"for taking the" 204
"for telling me" 80
"for thank you" 77
"for thanks for" 96
"for that and" 104
"for that but" 65
"for that day" 75
"for that i" 305
"for that is" 90
"for that matter" 354
"for that na" 66
"for that one" 187
"for that reason" 106
"for that to" 72
"for the a" 59
"for the add" 149
"for the advice" 89
"for the afternoon" 70
"for the album" 57
"for the all" 68
"for the amazing" 104
"for the and" 244
"for the annual" 58
"for the article" 70
"for the arts" 101
"for the avengers" 53
"for the awesome" 136
"for the baby" 72
"for the back" 72
"for the background" 52
"for the bad" 55
"for the band" 57
"for the base" 55
"for the beach" 54
"for the benefit" 98
"for the best" 798
"for the better" 293
"for the big" 302
"for the birds" 83
"for the birthday" 170
"for the blog" 139
"for the book" 150
"for the boys" 133
"for the bus" 82
"for the camera" 56
"for the card" 58
"for the challenge" 156
"for the chance" 86
"for the chicago" 51
"for the children" 85
"for the christmas" 56
"for the city" 141
"for the class" 52
"for the coming" 88
"for the comment" 51
"for the community" 77
"for the company" 81
"for the compliment" 103
"for the concert" 95
"for the conference" 93
"for the course" 53
"for the cure" 97
"for the current" 53
"for the day" 1367
"for the days" 58
"for the delay" 143
"for the duration" 68
"for the encouragement" 53
"for the end" 123
"for the entire" 213
"for the environment" 56
"for the evening" 152
"for the event" 199
"for the fact" 126
"for the fall" 111
"for the family" 123
"for the fans" 62
"for the feedback" 151
"for the festival" 52
"for the ff" 202
"for the film" 95
"for the final" 203
"for the first" 3844
"for the follow" 7839
"for the following" 114
"for the follows" 202
"for the food" 65
"for the fourth" 57
"for the free" 152
"for the full" 117
"for the fun" 115
"for the future" 441
"for the game" 393
"for the giants" 53
"for the gift" 59
"for the good" 299
"for the grand" 55
"for the great" 609
"for the guy" 56
"for the guys" 59
"for the happy" 67
"for the have" 94
"for the heads" 412
"for the heat" 62
"for the help" 157
"for the high" 57
"for the holiday" 153
"for the holidays" 347
"for the home" 76
"for the hope" 56
"for the house" 78
"for the i" 230
"for the in" 79
"for the inconvenience" 71
"for the info" 302
"for the inspiration" 98
"for the interview" 67
"for the invite" 179
"for the ipad" 61
"for the iphone" 78
"for the job" 146
"for the k" 77
"for the kids" 335
"for the kind" 484
"for the lack" 116
"for the ladies" 78
"for the lakers" 62
"for the last" 1239
"for the late" 157
"for the latest" 170
"for the launch" 73
"for the life" 141
"for the link" 255
"for the little" 141
"for the local" 61
"for the long" 155
"for the longest" 111
"for the lord" 125
"for the love" 910
"for the lovely" 66
"for the low" 51
"for the main" 62
"for the majority" 52
"for the man" 92
"for the many" 58
"for the memories" 55
"for the mention" 1770
"for the mentions" 186
"for the moment" 173
"for the money" 133
"for the month" 220
"for the morning" 71
"for the most" 708
"for the movie" 99
"for the music" 96
"for the na" 51
"for the national" 92
"for the nd" 138
"for the new" 1066
"for the next" 2262
"for the nfl" 54
"for the nice" 89
"for the night" 606
"for the occasion" 62
"for the of" 182
"for the offer" 56
"for the office" 62
"for the old" 65
"for the one" 133
"for the ones" 62
"for the opening" 86
"for the opportunity" 153
"for the other" 215
"for the party" 162
"for the past" 972
"for the people" 337
"for the perfect" 156
"for the person" 73
"for the photo" 55
"for the playoffs" 80
"for the plug" 64
"for the poor" 106
"for the post" 111
"for the price" 126
"for the project" 81
"for the props" 67
"for the public" 68
"for the purpose" 119
"for the purposes" 60
"for the race" 69
"for the rd" 85
"for the re" 143
"for the real" 91
"for the rec" 53
"for the recommendation" 138
"for the record" 457
"for the red" 104
"for the release" 66
"for the remainder" 78
"for the reminder" 164
"for the reply" 75
"for the response" 63
"for the rest" 1283
"for the return" 52
"for the retweet" 819
"for the retweets" 113
"for the ride" 132
"for the right" 237
"for the role" 57
"for the rt" 4296
"for the rt's" 122
"for the rts" 469
"for the s" 167
"for the sake" 348
"for the same" 357
"for the school" 87
"for the season" 379
"for the second" 413
"for the semester" 72
"for the share" 55
"for the shout" 1273
"for the shoutout" 272
"for the show" 405
"for the site" 60
"for the soul" 109
"for the spring" 112
"for the st" 300
"for the stars" 69
"for the start" 72
"for the state" 126
"for the story" 88
"for the suggestion" 104
"for the suggestions" 55
"for the summer" 504
"for the sun" 58
"for the super" 96
"for the support" 834
"for the sweet" 61
"for the team" 174
"for the th" 401
"for the the" 115
"for the things" 89
"for the third" 161
"for the this" 64
"for the three" 58
"for the time" 288
"for the tip" 296
"for the title" 71
"for the to" 127
"for the top" 105
"for the tour" 61
"for the trip" 85
"for the tweet" 438
"for the tweets" 69
"for the twitter" 86
"for the two" 114
"for the u" 98
"for the upcoming" 182
"for the update" 115
"for the us" 61
"for the very" 124
"for the video" 87
"for the warm" 55
"for the way" 85
"for the wedding" 97
"for the week" 474
"for the weekend" 1072
"for the welcome" 68
"for the well" 74
"for the white" 80
"for the whole" 345
"for the win" 194
"for the winner" 54
"for the winter" 97
"for the wonderful" 114
"for the work" 74
"for the world" 253
"for the worse" 53
"for the worst" 96
"for the wrong" 58
"for the year" 355
"for the young" 55
"for their first" 60
"for their own" 171
"for their support" 55
"for them and" 224
"for them but" 88
"for them i" 154
"for them in" 73
"for them na" 93
"for them so" 54
"for them the" 66
"for them they" 64
"for them to" 664
"for there is" 57
"for things like" 51
"for things to" 71
"for thinking of" 110
"for this and" 73
"for this blog" 67
"for this book" 51
"for this but" 75
"for this card" 114
"for this challenge" 181
"for this day" 103
"for this event" 62
"for this game" 78
"for this i" 142
"for this is" 174
"for this month" 86
"for this morning" 53
"for this new" 67
"for this one" 284
"for this post" 92
"for this project" 127
"for this reason" 125
"for this recipe" 66
"for this season" 68
"for this summer" 97
"for this time" 60
"for this to" 85
"for this week" 319
"for this week's" 140
"for this weekend" 328
"for this weeks" 68
"for this year" 250
"for this year's" 122
"for those in" 102
"for those interested" 58
"for those of" 863
"for those that" 174
"for those who" 1030
"for those with" 78
"for three days" 116
"for three hours" 53
"for three years" 109
"for to be" 66
"for to come" 57
"for to get" 69
"for to minutes" 146
"for today and" 54
"for today i" 131
"for today is" 61
"for tomorrow night" 78
"for tonight i" 60
"for too long" 172
"for trying to" 122
"for tuning in" 53
"for tweeting about" 61
"for two days" 144
"for two hours" 120
"for two months" 51
"for two reasons" 52
"for two weeks" 165
"for two years" 170
"for u i" 57
"for u s" 54
"for u to" 113
"for up to" 196
"for updates on" 94
"for us all" 122
"for us and" 229
"for us as" 58
"for us at" 63
"for us but" 69
"for us i" 117
"for us in" 131
"for us is" 52
"for us it" 66
"for us na" 77
"for us on" 57
"for us so" 62
"for us the" 82
"for us to" 746
"for us we" 137
"for use in" 59
"for using showclix" 67
"for using the" 52
"for valentine's day" 140
"for valentines day" 69
"for very long" 56
"for waking me" 62
"for wanting to" 61
"for watching tv" 181
"for ways to" 95
"for we are" 62
"for weeks and" 77
"for what he" 97
"for what i" 251
"for what is" 128
"for what it" 127
"for what it's" 65
"for what they" 127
"for what we" 99
"for what you" 311
"for whatever reason" 133
"for when i" 114
"for when the" 60
"for when you" 66
"for which i" 83
"for who i" 67
"for who you" 57
"for winning the" 150
"for women and" 56
"for work and" 97
"for work i" 71
"for yards and" 76
"for years and" 369
"for years but" 113
"for years i" 205
"for years in" 66
"for years it" 52
"for years now" 118
"for years the" 79
"for years to" 127
"for you a" 74
"for you all" 237
"for you and" 753
"for you are" 110
"for you as" 113
"for you at" 116
"for you but" 251
"for you can" 67
"for you for" 110
"for you good" 60
"for you guys" 360
"for you have" 65
"for you i" 728
"for you i'm" 122
"for you if" 202
"for you in" 195
"for you is" 149
"for you it" 105
"for you it's" 107
"for you just" 110
"for you lol" 87
"for you love" 57
"for you my" 100
"for you na" 305
"for you no" 98
"for you not" 80
"for you now" 58
"for you on" 98
"for you or" 91
"for you rt" 106
"for you so" 125
"for you thanks" 116
"for you that" 90
"for you the" 219
"for you then" 58
"for you this" 156
"for you to" 1728
"for you today" 168
"for you tonight" 67
"for you too" 150
"for you we" 100
"for you what" 93
"for you when" 126
"for you with" 53
"for you you" 232
"for you your" 57
"for your birthday" 89
"for your blog" 54
"for your business" 129
"for your chance" 187
"for your continued" 82
"for your family" 88
"for your favorite" 70
"for your free" 55
"for your help" 221
"for your home" 64
"for your interest" 76
"for your kind" 162
"for your life" 98
"for your loss" 121
"for your love" 59
"for your new" 84
"for your next" 164
"for your own" 142
"for your patience" 142
"for your prayers" 57
"for your service" 94
"for your support" 822
"for your time" 98
"for your work" 55
"for yourself and" 87
"force in the" 51
"force myself to" 73
"forced me to" 66
"forest city ratner" 77
"forever and always" 54
"forever and ever" 72
"forever to get" 55
"forget about it" 85
"forget about the" 198
"forget to check" 159
"forget to follow" 153
"forget to get" 70
"forget to stop" 65
"forget to take" 55
"forget to vote" 69
"forget what you" 58
"forgive me for" 83
"forgot about it" 72
"forgot about that" 101
"forgot about the" 69
"forgot all about" 56
"forgot how much" 135
"forgot how to" 54
"forgot i had" 55
"forgot to bring" 55
"forgot to mention" 174
"forgot to put" 66
"forgot to take" 122
"forgot to tell" 87
"form of a" 178
"form of the" 72
"fortunate enough to" 112
"fortunate to have" 109
"forward to a" 555
"forward to all" 74
"forward to an" 73
"forward to another" 84
"forward to being" 114
"forward to catching" 74
"forward to checking" 70
"forward to connecting" 126
"forward to following" 88
"forward to getting" 192
"forward to going" 77
"forward to having" 190
"forward to hearing" 386
"forward to in" 51
"forward to it" 1032
"forward to learning" 125
"forward to making" 55
"forward to meeting" 359
"forward to more" 137
"forward to my" 177
"forward to next" 120
"forward to our" 165
"forward to playing" 64
"forward to reading" 327
"forward to see" 69
"forward to seeing" 1419
"forward to sharing" 128
"forward to some" 135
"forward to talking" 64
"forward to that" 119
"forward to the" 1379
"forward to this" 294
"forward to tomorrow" 81
"forward to tonight's" 51
"forward to trying" 62
"forward to tweeting" 61
"forward to watching" 84
"forward to working" 224
"forward to your" 754
"foster the people" 59
"found a few" 79
"found a great" 53
"found a new" 126
"found a place" 66
"found a way" 106
"found at the" 77
"found guilty of" 69
"found in a" 88
"found in the" 328
"found it in" 54
"found it to" 56
"found myself in" 66
"found on the" 170
"found out about" 159
"found out i" 195
"found out my" 105
"found out that" 517
"found out the" 101
"found out what" 59
"found that i" 69
"found that the" 136
"found the perfect" 70
"found to be" 91
"founder of the" 108
"four of the" 94
"four of us" 85
"four or five" 105
"four year old" 90
"four years ago" 122
"four years of" 60
"fourth be with" 135
"fourth of july" 115
"fraction of the" 92
"frame of mind" 69
"freaked me out" 67
"freaking me out" 61
"freaks me out" 79
"free all night" 86
"free and open" 65
"free comic book" 66
"free copy of" 86
"free e book" 73
"free for all" 77
"free free free" 54
"free from the" 70
"free ice cream" 52
"free if you" 58
"free of charge" 82
"free shipping on" 56
"free tickets to" 109
"free to ask" 71
"free to contact" 73
"free to email" 71
"free to follow" 54
"free to join" 56
"free to leave" 68
"free to send" 57
"free to share" 79
"free to use" 57
"free txt me" 83
"freedom of speech" 115
"freshly ground pepper" 64
"friday and i" 63
"friday and saturday" 177
"friday april th" 56
"friday at pm" 72
"friday at the" 80
"friday club drama" 83
"friday i am" 55
"friday may th" 61
"friday night and" 96
"friday night at" 84
"friday night i" 76
"friday night lights" 91
"friday thanks for" 81
"friday the th" 435
"friday to you" 93
"friend and i" 195
"friend in the" 134
"friend is a" 71
"friend of mine" 535
"friend of the" 71
"friend thanks for" 51
"friend told me" 71
"friend who is" 115
"friends about us" 58
"friends and family" 759
"friends and i" 215
"friends and the" 63
"friends are the" 54
"friends at the" 102
"friends family and" 77
"friends for a" 51
"friends have a" 62
"friends i am" 66
"friends i have" 94
"friends i love" 58
"friends if you" 66
"friends in the" 165
"friends na na" 64
"friends of mine" 59
"friends of the" 91
"friends on facebook" 67
"friends on the" 61
"friends thank you" 61
"friends thanks for" 70
"friends that are" 51
"friends that i" 69
"friends to follow" 146
"friends who are" 145
"friends who have" 80
"friends with benefits" 56
"friends with the" 72
"from a book" 54
"from a couple" 61
"from a different" 86
"from a distance" 105
"from a few" 130
"from a friend" 162
"from a great" 78
"from a local" 65
"from a long" 116
"from a m" 161
"from a new" 55
"from a place" 54
"from a small" 52
"from a to" 66
"from a very" 74
"from a year" 76
"from across the" 209
"from all of" 298
"from all over" 279
"from all the" 317
"from am pm" 220
"from am to" 140
"from an old" 104
"from around the" 240
"from at the" 72
"from beginning to" 52
"from behind the" 65
"from being a" 122
"from day one" 57
"from day to" 51
"from each other" 175
"from head to" 55
"from heat and" 97
"from here on" 115
"from high school" 158
"from him and" 51
"from home and" 77
"from in the" 67
"from it and" 74
"from it i" 53
"from last night" 274
"from last week" 138
"from last year" 225
"from left to" 51
"from me and" 146
"from me for" 54
"from me i" 169
"from me to" 56
"from my childhood" 53
"from my family" 67
"from my favorite" 63
"from my first" 57
"from my friend" 76
"from my friends" 63
"from my home" 69
"from my house" 138
"from my life" 64
"from my mom" 73
"from my new" 76
"from my own" 90
"from my parents" 58
"from my phone" 124
"from my stash" 231
"from new york" 195
"from now on" 491
"from now until" 78
"from one of" 429
"from out of" 105
"from oven and" 52
"from p m" 138
"from people who" 122
"from pm am" 60
"from pm at" 79
"from pm for" 57
"from pm pm" 145
"from pm to" 167
"from san diego" 72
"from san francisco" 62
"from school and" 76
"from some of" 100
"from someone who" 89
"from stampin up" 65
"from start to" 114
"from thank you" 53
"from that point" 53
"from the airport" 98
"from the and" 80
"from the audience" 56
"from the back" 177
"from the beach" 57
"from the beginning" 286
"from the best" 111
"from the big" 85
"from the book" 171
"from the bottom" 206
"from the car" 64
"from the city" 125
"from the crowd" 68
"from the day" 89
"from the early" 68
"from the east" 71
"from the end" 63
"from the fact" 81
"from the field" 92
"from the first" 263
"from the floor" 51
"from the front" 105
"from the game" 81
"from the garden" 81
"from the get" 51
"from the great" 69
"from the ground" 110
"from the gym" 81
"from the heart" 150
"from the heat" 130
"from the hospital" 142
"from the house" 77
"from the inside" 133
"from the internet" 67
